Event ID,Condition,Agent,Reporting Agency,Affected Population,City,Event Start Date,Event End Date,Outcome,Cost of Damages ($)
7670.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,NASA,30707.0,San Francisco,2020-01-16,2021-11-22,,1161648.57
9192.0,Radioactive Cheese Contamination,Alien Spores,National Cheese Board,46334.0,San Francisco,2017-05-29,2022-06-26,Developed Superpowers,854142.7
3184.0,Zombie Virus Outbreak,Radioactive Cheese,FBI,14796.0,San Francisco,2015-12-26,2022-03-20,Turned Into Zombie,828095.02
4251.0,Radioactive Cheese Contamination,Wheat Molecule Mutation,PAHO,5941.0,New York,,2022-04-26,Quarantined,1475941.02
6863.0,Alien Flu,Mutant Chocolate Strain,NASA,39706.0,Austin,2019-02-17,2021-11-13,Developed Superpowers,11039.94
4051.0,Banana Peel Slip Epidemic,Cellular Rays,National Cheese Board,22628.0,New York,2014-06-01,2022-06-06,Mutated,1894038.49
4771.0,Chocolate Poisoning,Alien Spores,National Cheese Board,24581.0,San Francisco,2015-03-31,2021-10-06,Turned Into Zombie,1430295.14
9889.0,Zombie Virus Outbreak,Zombie Virus,PAHO,36020.0,San Francisco,2016-10-02,2022-06-15,Banished to Space,1415968.79
3419.0,Zombie Virus Outbreak,Cellular Rays,World Dance Federation,49544.0,Boston,2015-01-27,2021-12-26,Turned Into Zombie,846816.92
8396.0,Invisible Dog Bites,Tickling Bacteria,NASA,7795.0,Chicago,2018-02-21,2022-04-06,Lost Sense of Humor,1931744.71
3628.0,Tickling Fever,Funky Dance Bacteria,World Dance Federation,1473.0,Chicago,2018-09-11,2021-10-29,Turned Into Zombie,5644.85
8309.0,Tickling Fever,Invisible Dog Virus,World Dance Federation,,Chicago,2015-07-16,2021-10-04,Mutated,157580.41
1685.0,Zombie Virus Outbreak,Alien Spores,PAHO,12109.0,Chicago,2015-11-20,2022-04-17,Lost Sense of Humor,
3756.0,Banana Peel Slip Epidemic,Funky Dance Bacteria,National Cheese Board,45405.0,Austin,2021-05-08,2021-10-06,Recovered with Allergies,1478708.26
6023.0,Invisible Dog Bites,Wheat Molecule Mutation,NASA,24771.0,New York,2014-06-27,2022-03-15,Banished to Space,546354.21
5835.0,Tickling Fever,Alien Spores,PAHO,14301.0,Miami,2020-06-02,2022-03-19,Lost Sense of Humor,1191545.96
2972.0,Chocolate Poisoning,Invisible Dog Virus,FBI,41925.0,,2019-01-06,2021-10-27,Banished to Space,1066445.44
1710.0,Banana Peel Slip Epidemic,Wheat Molecule Mutation,World Dance Federation,29545.0,Chicago,2021-03-02,2022-01-15,Turned Into Zombie,
9516.0,Invisible Dog Bites,Radioactive Cheese,PAHO,6697.0,Austin,2015-12-24,2022-02-23,Became Infected,1193144.8
6085.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,PAHO,34729.0,Chicago,2018-09-24,2022-07-10,Still Dancing,1987501.92
6646.0,Mobile Phone Radiation Syndrome,Mutant Chocolate Strain,National Cheese Board,32409.0,Boston,2014-12-23,2022-01-06,Developed Superpowers,1974753.16
5893.0,Invisible Dog Bites,Alien Spores,FBI,28327.0,Austin,2019-10-06,2021-12-14,Recovered with Allergies,1963454.98
,Mobile Phone Radiation Syndrome,Zombie Virus,Intergalactic Health Organization,1389.0,Austin,2014-12-09,2021-12-30,Mutated,1099625.36
2092.0,Gluten Intolerance Pandemic,Alien Spores,NASA,14814.0,Boston,2018-11-30,2022-05-17,Quarantined,639597.32
3955.0,Gluten Intolerance Pandemic,Tickling Bacteria,PAHO,,San Francisco,2021-08-16,2022-04-15,Lost Sense of Humor,1122419.53
9403.0,Alien Flu,Banana Peels,World Dance Federation,49110.0,New York,2017-03-16,2022-02-23,Became Infected,1247263.54
5143.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,NASA,16931.0,Chicago,2015-08-19,2021-12-02,Banished to Space,626318.95
9770.0,Tickling Fever,Tickling Bacteria,FBI,11190.0,Austin,2020-11-25,2021-11-18,Quarantined,1267387.95
8644.0,Alien Flu,Wheat Molecule Mutation,,49992.0,Miami,2020-11-05,2021-10-09,Cured,1245878.58
3997.0,Radioactive Cheese Contamination,Radioactive Cheese,WHO,45210.0,San Francisco,2017-10-30,2022-05-12,Recovered with Allergies,1807425.47
6208.0,Radioactive Cheese Contamination,Cellular Rays,Banana Safety Commission,,New York,,2021-12-20,Still Dancing,479019.26
3979.0,Tickling Fever,Wheat Molecule Mutation,PAHO,48802.0,New York,2018-11-30,2022-03-30,Turned Into Zombie,1396731.6
4605.0,Invisible Dog Bites,Cellular Rays,Banana Safety Commission,,Chicago,2016-09-17,2021-10-09,Lost Sense of Humor,904268.94
1421.0,Alien Flu,Cellular Rays,National Cheese Board,31380.0,San Francisco,,2022-05-22,Cured,264181.77
1610.0,Zombie Virus Outbreak,Zombie Virus,Intergalactic Health Organization,2866.0,Miami,2017-11-06,2022-05-20,Turned Into Zombie,635784.43
9637.0,Invisible Dog Bites,Mutant Chocolate Strain,Banana Safety Commission,33144.0,Chicago,,2022-05-22,Developed Superpowers,119267.68
1130.0,Chocolate Poisoning,Invisible Dog Virus,PAHO,28192.0,Boston,2018-03-16,2021-11-02,Mutated,642069.0
3647.0,Banana Peel Slip Epidemic,Cellular Rays,World Dance Federation,17316.0,San Francisco,2015-12-06,2021-11-11,Turned Into Zombie,142682.23
7673.0,Gluten Intolerance Pandemic,Funky Dance Bacteria,Banana Safety Commission,18105.0,Austin,2015-11-05,2022-02-09,Mutated,1851262.89
4729.0,Alien Flu,Invisible Dog Virus,Banana Safety Commission,37820.0,Miami,2014-07-06,2022-01-20,Developed Superpowers,207983.18
5431.0,Mobile Phone Radiation Syndrome,Alien Spores,Intergalactic Health Organization,25363.0,Boston,2020-02-19,2021-11-22,Mutated,1635596.01
2024.0,Zombie Virus Outbreak,Tickling Bacteria,WHO,18608.0,San Francisco,2016-10-24,2022-02-18,Still Dancing,1812722.19
8039.0,Mobile Phone Radiation Syndrome,Banana Peels,Banana Safety Commission,5285.0,San Francisco,2020-04-20,2021-11-17,,938002.76
,Banana Peel Slip Epidemic,Banana Peels,WHO,33741.0,San Francisco,2020-02-16,2022-06-23,Developed Superpowers,112582.8
5591.0,Mobile Phone Radiation Syndrome,Zombie Virus,National Cheese Board,16211.0,Boston,2015-05-24,2022-03-07,Banished to Space,1193592.44
4083.0,Dancing Plague,Mutant Chocolate Strain,National Cheese Board,14597.0,New York,2017-01-11,2022-02-14,Became Infected,473362.93
,Chocolate Poisoning,Radioactive Cheese,WHO,24546.0,New York,2019-03-29,2021-10-20,Cured,
4924.0,Alien Flu,Zombie Virus,FBI,30958.0,San Francisco,2017-07-14,2022-06-10,Became Infected,1135693.96
9872.0,Radioactive Cheese Contamination,Mutant Chocolate Strain,,46619.0,Austin,2014-07-14,2022-05-10,Quarantined,715982.88
3612.0,Mobile Phone Radiation Syndrome,Cellular Rays,FBI,31702.0,Boston,,2022-04-20,Became Infected,1462105.26
5876.0,Mobile Phone Radiation Syndrome,Alien Spores,National Cheese Board,35642.0,Austin,,2022-01-14,Developed Superpowers,1184545.86
9951.0,,Radioactive Cheese,FBI,9395.0,San Francisco,2016-07-15,2021-12-12,Lost Sense of Humor,1659535.84
5223.0,Radioactive Cheese Contamination,Radioactive Cheese,WHO,2120.0,,2019-04-30,2021-10-19,,121479.8
4147.0,Banana Peel Slip Epidemic,Funky Dance Bacteria,PAHO,23780.0,Boston,2017-08-16,2022-07-03,Still Dancing,473663.49
3193.0,Gluten Intolerance Pandemic,Alien Spores,WHO,6594.0,Boston,2016-01-31,2021-11-25,Became Infected,1136144.42
9082.0,Radioactive Cheese Contamination,Tickling Bacteria,NASA,37418.0,Boston,2018-02-05,2021-11-25,Mutated,1761454.32
3546.0,Dancing Plague,Zombie Virus,World Dance Federation,33738.0,Austin,2014-12-22,2021-12-07,,1627796.19
6061.0,Mobile Phone Radiation Syndrome,Cellular Rays,World Dance Federation,,Boston,2014-11-17,2022-04-15,Recovered with Allergies,1360665.02
5655.0,Chocolate Poisoning,Alien Spores,World Dance Federation,46661.0,Boston,2018-10-25,2022-02-28,Still Dancing,1150273.71
2222.0,Alien Flu,Tickling Bacteria,World Dance Federation,22906.0,Chicago,,2022-04-25,Quarantined,1264761.18
8750.0,Chocolate Poisoning,Banana Peels,National Cheese Board,47624.0,Chicago,2014-08-16,2022-04-05,Developed Superpowers,431147.47
,Radioactive Cheese Contamination,Tickling Bacteria,PAHO,17877.0,Chicago,2015-04-18,2022-02-27,Banished to Space,1192410.41
4574.0,Tickling Fever,Tickling Bacteria,Banana Safety Commission,12749.0,New York,2020-08-16,2021-11-15,Cured,990054.37
6723.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,WHO,,Miami,2014-05-29,2022-04-25,Mutated,771946.79
7546.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,National Cheese Board,18209.0,Miami,2020-12-10,2022-05-30,Lost Sense of Humor,1776022.38
4023.0,Alien Flu,Tickling Bacteria,PAHO,8270.0,Miami,2015-07-16,2022-03-28,Became Infected,1659684.37
4280.0,Gluten Intolerance Pandemic,Banana Peels,Intergalactic Health Organization,18726.0,Austin,2017-02-02,2022-02-17,Still Dancing,158087.64
1540.0,Alien Flu,Zombie Virus,National Cheese Board,3753.0,Austin,2021-08-19,2022-05-24,Quarantined,1971530.24
1510.0,Chocolate Poisoning,Tickling Bacteria,NASA,31707.0,Austin,2021-04-17,2021-10-07,,463818.48
7162.0,Radioactive Cheese Contamination,Tickling Bacteria,WHO,33643.0,Chicago,2015-04-04,2022-01-09,Turned Into Zombie,434602.08
7702.0,Radioactive Cheese Contamination,Banana Peels,World Dance Federation,47015.0,San Francisco,2018-12-25,,Recovered with Allergies,1887913.41
1344.0,Tickling Fever,Invisible Dog Virus,National Cheese Board,40529.0,Miami,2020-06-19,2022-02-21,Turned Into Zombie,892380.84
6179.0,Alien Flu,Mutant Chocolate Strain,WHO,16061.0,Chicago,2015-04-09,2021-10-04,Turned Into Zombie,1611702.58
9083.0,Alien Flu,Invisible Dog Virus,WHO,29805.0,Miami,2021-05-06,2022-01-01,Developed Superpowers,579963.55
7372.0,Mobile Phone Radiation Syndrome,Zombie Virus,,24764.0,Boston,2021-03-24,2022-05-04,Still Dancing,1746976.38
3480.0,Dancing Plague,Invisible Dog Virus,National Cheese Board,20886.0,Chicago,2019-09-17,2022-03-20,Became Infected,1665448.01
9590.0,Mobile Phone Radiation Syndrome,Cellular Rays,WHO,17596.0,Miami,2019-12-20,,Mutated,1041359.95
,Alien Flu,Alien Spores,FBI,36257.0,Austin,2019-10-18,2022-03-04,Banished to Space,1411586.64
7742.0,Gluten Intolerance Pandemic,Banana Peels,FBI,,Chicago,2020-06-09,2022-06-17,Quarantined,1928236.18
7900.0,Dancing Plague,Zombie Virus,FBI,35351.0,New York,2019-06-24,2022-07-26,Mutated,906830.65
6638.0,Dancing Plague,Zombie Virus,Intergalactic Health Organization,38430.0,Boston,,2022-03-07,Developed Superpowers,990938.72
6900.0,Alien Flu,,NASA,9601.0,Miami,2018-08-13,2022-06-28,Banished to Space,1446993.49
6523.0,Alien Flu,Radioactive Cheese,Banana Safety Commission,40748.0,Chicago,2020-10-10,2022-01-30,,775920.99
4849.0,Alien Flu,Wheat Molecule Mutation,Banana Safety Commission,30356.0,Miami,2020-04-13,2022-07-05,Developed Superpowers,1922653.3
2777.0,Tickling Fever,Alien Spores,WHO,18659.0,Austin,2016-07-06,2021-10-20,Mutated,85669.36
9571.0,Alien Flu,Tickling Bacteria,WHO,27186.0,San Francisco,2016-02-10,2022-07-05,Developed Superpowers,809738.9
4763.0,Chocolate Poisoning,Alien Spores,National Cheese Board,3722.0,San Francisco,2014-12-01,2022-04-25,Recovered with Allergies,1429132.88
4058.0,Banana Peel Slip Epidemic,Tickling Bacteria,Banana Safety Commission,2210.0,New York,,2022-01-25,Developed Superpowers,861614.35
3465.0,Tickling Fever,Banana Peels,PAHO,25765.0,Boston,2018-04-30,2022-01-30,,522200.98
5451.0,Chocolate Poisoning,Invisible Dog Virus,Intergalactic Health Organization,1847.0,Austin,2016-08-09,2022-04-18,,829841.04
1015.0,Dancing Plague,Zombie Virus,World Dance Federation,28762.0,New York,2019-12-14,2021-12-29,Mutated,1763626.01
5410.0,Alien Flu,Mutant Chocolate Strain,NASA,11221.0,,2020-08-30,2021-12-19,Mutated,1096279.47
3580.0,Gluten Intolerance Pandemic,Cellular Rays,Banana Safety Commission,25816.0,Austin,2020-06-16,2022-05-03,Developed Superpowers,673544.83
6135.0,Dancing Plague,Invisible Dog Virus,National Cheese Board,48008.0,New York,2014-12-03,2022-07-03,Cured,1344688.35
8948.0,Alien Flu,,WHO,,New York,2016-10-04,2021-09-30,Banished to Space,1225630.9
3592.0,Tickling Fever,Mutant Chocolate Strain,Banana Safety Commission,23503.0,Austin,2020-11-23,2022-02-20,Cured,1123091.4
5789.0,,Alien Spores,PAHO,7943.0,New York,2018-10-08,2022-06-06,Developed Superpowers,785358.76
9260.0,Zombie Virus Outbreak,Alien Spores,World Dance Federation,20842.0,Miami,2015-05-22,2022-03-19,Developed Superpowers,149039.61
9602.0,Alien Flu,,National Cheese Board,1980.0,Boston,2015-06-24,2022-02-10,Quarantined,1243359.33
8232.0,Radioactive Cheese Contamination,Tickling Bacteria,NASA,15755.0,Miami,2015-05-27,2021-12-14,Recovered with Allergies,842478.58
9093.0,Dancing Plague,Wheat Molecule Mutation,Intergalactic Health Organization,18952.0,Austin,2015-12-01,2022-01-19,,860384.36
1918.0,Alien Flu,Radioactive Cheese,FBI,97.0,San Francisco,2017-07-27,2022-06-06,Banished to Space,471990.47
5835.0,Invisible Dog Bites,Invisible Dog Virus,FBI,183.0,New York,2018-11-08,2022-06-23,Still Dancing,502592.9
4343.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,World Dance Federation,47672.0,Miami,2020-12-20,2022-01-03,Still Dancing,1575985.3
3486.0,,Mutant Chocolate Strain,FBI,22109.0,Austin,,2022-05-28,,961332.77
7873.0,Dancing Plague,Wheat Molecule Mutation,PAHO,11288.0,New York,2017-07-15,2022-07-02,Banished to Space,223049.33
1272.0,Alien Flu,Cellular Rays,NASA,35182.0,New York,2015-02-13,2022-07-03,Quarantined,96472.67
5554.0,Alien Flu,Wheat Molecule Mutation,,36327.0,New York,2020-02-27,2022-07-18,Recovered with Allergies,453307.36
1819.0,Chocolate Poisoning,Funky Dance Bacteria,FBI,28132.0,Austin,2021-08-31,2021-11-06,Quarantined,977446.36
6292.0,Invisible Dog Bites,Mutant Chocolate Strain,WHO,43143.0,Miami,2021-05-05,2022-06-23,Cured,1236413.94
3615.0,Invisible Dog Bites,Zombie Virus,Banana Safety Commission,46177.0,Miami,2019-03-06,2022-06-30,Developed Superpowers,291639.15
7069.0,Gluten Intolerance Pandemic,Zombie Virus,WHO,40814.0,New York,2020-04-01,2021-12-19,Cured,870548.8
6640.0,Radioactive Cheese Contamination,Banana Peels,Banana Safety Commission,,Chicago,2020-05-24,2022-01-05,Lost Sense of Humor,149741.6
4984.0,Invisible Dog Bites,,,35289.0,Austin,2017-07-26,2021-11-13,Became Infected,80263.15
5890.0,Gluten Intolerance Pandemic,Invisible Dog Virus,FBI,2484.0,Chicago,2014-05-23,2022-03-02,Mutated,1727379.14
8701.0,Tickling Fever,Funky Dance Bacteria,FBI,4385.0,Austin,2019-12-22,2022-02-10,Became Infected,1318376.77
6191.0,Alien Flu,Invisible Dog Virus,NASA,16073.0,New York,2017-11-26,2021-11-11,Still Dancing,1563282.1
3981.0,Banana Peel Slip Epidemic,Funky Dance Bacteria,Intergalactic Health Organization,19956.0,New York,2020-07-15,2022-01-01,Quarantined,367845.47
4039.0,Tickling Fever,Mutant Chocolate Strain,NASA,18739.0,Chicago,2020-11-08,2022-03-28,Mutated,647704.58
5935.0,Invisible Dog Bites,Tickling Bacteria,PAHO,21721.0,Chicago,2016-09-13,2022-06-12,Became Infected,890363.65
1602.0,Zombie Virus Outbreak,,World Dance Federation,26436.0,New York,2015-08-18,2022-05-29,Quarantined,1317778.52
8459.0,Radioactive Cheese Contamination,Tickling Bacteria,WHO,46320.0,Chicago,2019-09-24,2022-05-11,Quarantined,1072013.32
8419.0,Zombie Virus Outbreak,Funky Dance Bacteria,National Cheese Board,49865.0,Boston,2019-03-18,2021-10-16,Banished to Space,1105157.21
9447.0,Dancing Plague,Invisible Dog Virus,,22115.0,,2016-05-24,2022-01-24,Mutated,318100.98
8692.0,Banana Peel Slip Epidemic,Mutant Chocolate Strain,PAHO,,Miami,2020-06-11,2021-11-14,Developed Superpowers,952200.1
3487.0,Tickling Fever,Alien Spores,PAHO,44064.0,Boston,2019-04-04,2022-03-17,Became Infected,1648477.58
2358.0,Banana Peel Slip Epidemic,Tickling Bacteria,National Cheese Board,15715.0,Boston,2019-06-09,2022-02-17,Still Dancing,1021374.4
1689.0,Radioactive Cheese Contamination,Invisible Dog Virus,National Cheese Board,40592.0,Boston,2014-09-18,2022-05-01,Mutated,
9499.0,Banana Peel Slip Epidemic,Zombie Virus,Intergalactic Health Organization,21283.0,New York,2016-06-24,2022-05-12,Recovered with Allergies,829727.39
7131.0,Alien Flu,Alien Spores,National Cheese Board,37018.0,Chicago,2021-02-05,2022-03-26,Quarantined,1510843.23
4166.0,Banana Peel Slip Epidemic,Banana Peels,,23531.0,San Francisco,2015-04-18,2021-11-16,Quarantined,274309.88
9600.0,Banana Peel Slip Epidemic,Alien Spores,World Dance Federation,5072.0,Boston,2021-04-15,2022-01-06,Quarantined,1163024.45
1825.0,Zombie Virus Outbreak,Invisible Dog Virus,Intergalactic Health Organization,47004.0,San Francisco,2018-08-12,2022-07-09,Mutated,1930802.86
2191.0,Mobile Phone Radiation Syndrome,Banana Peels,WHO,40757.0,,2018-09-19,2022-06-18,Developed Superpowers,763702.31
6647.0,Mobile Phone Radiation Syndrome,Cellular Rays,Banana Safety Commission,9195.0,New York,2015-12-08,2021-11-26,Quarantined,92064.28
7785.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,,34491.0,Boston,2015-04-19,2022-06-09,,1268042.49
7813.0,Invisible Dog Bites,Invisible Dog Virus,Banana Safety Commission,43114.0,,2018-03-30,2022-04-08,Turned Into Zombie,98971.51
6641.0,Alien Flu,Alien Spores,PAHO,41249.0,Miami,2021-04-05,2021-09-30,Developed Superpowers,387253.3
1533.0,Zombie Virus Outbreak,,World Dance Federation,23004.0,,2015-10-16,2022-05-22,Developed Superpowers,101552.57
7510.0,Banana Peel Slip Epidemic,Funky Dance Bacteria,PAHO,31386.0,Austin,2018-09-23,2022-07-10,Cured,345447.97
,Chocolate Poisoning,Banana Peels,NASA,43634.0,Austin,2019-09-08,2022-07-11,Lost Sense of Humor,1710589.77
9608.0,Gluten Intolerance Pandemic,Alien Spores,FBI,35867.0,Chicago,2014-06-24,2022-03-04,Still Dancing,1471028.38
2237.0,Dancing Plague,Zombie Virus,Intergalactic Health Organization,39101.0,San Francisco,2019-08-26,2021-12-29,Banished to Space,686996.01
5943.0,Invisible Dog Bites,Tickling Bacteria,PAHO,26735.0,,2018-10-24,2022-04-27,Still Dancing,1794789.95
5765.0,Gluten Intolerance Pandemic,Radioactive Cheese,National Cheese Board,20681.0,Miami,2017-01-14,2022-05-17,Quarantined,1332038.52
5836.0,Chocolate Poisoning,Banana Peels,NASA,6624.0,San Francisco,2018-04-30,2022-06-09,Quarantined,898254.46
1459.0,Dancing Plague,Invisible Dog Virus,National Cheese Board,32431.0,Chicago,2020-01-09,2022-05-30,Lost Sense of Humor,141324.1
,Chocolate Poisoning,Funky Dance Bacteria,Banana Safety Commission,26089.0,Boston,2019-07-15,2021-11-09,Still Dancing,1462789.13
1119.0,Radioactive Cheese Contamination,Alien Spores,Banana Safety Commission,5381.0,New York,2020-02-22,2022-01-30,Lost Sense of Humor,754174.62
5768.0,Dancing Plague,Cellular Rays,FBI,49601.0,Chicago,2016-01-25,2022-04-14,Cured,609143.86
,Radioactive Cheese Contamination,Banana Peels,,30462.0,Boston,2020-07-10,,Recovered with Allergies,580104.66
9509.0,Radioactive Cheese Contamination,,,18371.0,Miami,2015-01-22,2022-05-27,,20379.91
7481.0,Mobile Phone Radiation Syndrome,Cellular Rays,National Cheese Board,45646.0,,2019-11-10,2022-07-04,Recovered with Allergies,1486577.18
7298.0,Dancing Plague,Mutant Chocolate Strain,FBI,24807.0,San Francisco,2021-06-15,2021-11-11,Mutated,294894.12
4226.0,Mobile Phone Radiation Syndrome,Zombie Virus,Intergalactic Health Organization,17508.0,Austin,2015-01-17,2021-11-02,Developed Superpowers,1043686.45
9585.0,Zombie Virus Outbreak,Alien Spores,FBI,14108.0,Chicago,2018-09-30,2022-01-21,Mutated,37082.4
3552.0,Zombie Virus Outbreak,Cellular Rays,National Cheese Board,35391.0,Austin,,2021-10-01,Quarantined,1257627.16
6378.0,Gluten Intolerance Pandemic,Tickling Bacteria,Intergalactic Health Organization,35215.0,Miami,2020-05-18,2022-05-25,Lost Sense of Humor,742137.24
4228.0,Invisible Dog Bites,Banana Peels,Banana Safety Commission,,New York,2019-02-11,2022-06-03,Developed Superpowers,1263341.17
1076.0,Gluten Intolerance Pandemic,Radioactive Cheese,Intergalactic Health Organization,17073.0,,,2021-11-27,Mutated,184340.42
,Alien Flu,Mutant Chocolate Strain,Intergalactic Health Organization,37407.0,New York,2021-06-09,2021-11-04,Recovered with Allergies,536336.02
1408.0,Mobile Phone Radiation Syndrome,Cellular Rays,Banana Safety Commission,16792.0,Chicago,2016-05-03,2022-05-19,,225062.05
5092.0,Alien Flu,Radioactive Cheese,Banana Safety Commission,,Boston,2020-12-20,2021-10-07,Banished to Space,1293911.2
3267.0,Mobile Phone Radiation Syndrome,Radioactive Cheese,Banana Safety Commission,38022.0,Boston,2015-11-28,2022-03-09,Still Dancing,221564.22
